Produktgruppe,RowID,Kontrolle,K von,BE am,BE von,K am,K2 von,C am,C von,Reopen C2 am,Reopen C2 von
NA,2344760136306564,,EK,,,,,,,,
NA,6848359763677060,,JHU,,,,,,,,
NA,1218860229463940,,SM,,,,,,,,
NA,5722459856834436,,JHU,,,,,,,,
NA,3470660043149188,,,,,,,,,,
NA,7974259670519684,,EK,,,,,,,,
NA,655910276042628,,EK,,,,,,,,
NA,5159509903413124,,EK,,LK,,,,,,
NA,2907710089727876,,EK,,LK,,,,,,
NA,7411309717098372,,SM,,,,,,,,
NA,1781810182885252,,EK,,LK,,,,,,
NA,6285409810255748,,EK,,,,,,,,
NA,4033609996570500,,SM,,,,,,,,
NA,8537209623940996,,EK,,,,,,,,
NA,374435299331972,,EK,,,,,,,,
NA,4878034926702468,,,,,,,,,,
NA,2626235113017220,,LK,,,,,,,,
NA,7129834740387716,,EK,,,,,,,,
NA,1500335206174596,,EK,,,,,,,,
NA,6003934833545092,,DM,,,,,,,,
NA,3752135019859844,,SM,,,,,,,,
NA,8255734647230340,,JHU,,,,,,,,
NA,937385252753284,,,,,,,,,,
NA,5440984880123780,,EK,,LK,,,,,,
NA,3189185066438532,,LK,,SM,,,,,,
NA,7692784693809028,,LK,,LK,,,,,,
NA,2063285159595908,,EK,,,,,,,,
NA,6566884786966404,,LK,,LK,,LK,,,,
NA,4315084973281156,,EK,,LK,,,,,,
NA,8818684600651652,,JHU,,,,,,,,
NA,233697810976644,,EK,,LK,,,,,,
NA,4737297438347140,,SM,,,,,,,,
NA,2485497624661892,,EK,,,,,,,,
NA,6989097252032388,,DM,,,,,,,,
NA,1359597717819268,,LK,,LK,,,,,,
NA,5863197345189764,,DM,,,,,,,,
NA,3611397531504516,,EK,,,,,,,,
NA,8114997158875012,,DM,,,,,,,,
NA,796647764397956,,SM,,,,,,,,
NA,5300247391768452,,JHU,,,,,,,,
NA,3048447578083204,,,,,,,,,,
NA,7552047205453700,,JHU,,,,,,,,
NA,1922547671240580,,DM,,,,,,,,
NA,6426147298611076,,EK,,LK,,,,,,
NA,4174347484925828,,LK,,LK,,,,,,
NA,8677947112296324,,JHU,,,,,,,,
NA,515172787687300,,LK,,LK,,,,,,
NA,5018772415057796,,LK,,LK,,,,,,
NA,2766972601372548,,LK,,,,,,,,
NA,7270572228743044,,DM,,,,,,,,
NA,1641072694529924,,DM,,,,,,,,
NA,6144672321900420,,DM,,,,,,,,
NA,3892872508215172,,DM,,,,,,,,
NA,8396472135585668,,JHU,,,,,,,,
NA,1078122741108612,,EK,,,,,,,,
NA,5581722368479108,,JHU,,LK,,LK,,,,
NA,3329922554793860,,SM,,,,,,,,
NA,7833522182164356,,JHU,,,,,,,,
NA,2204022647951236,,,,,,,,,,
NA,6707622275321732,,LK,,LK,,,,,,
NA,4455822461636484,,JHU,,,,,,,,
NA,8959422089006980,,SM,,,,,,,,
NA,57775950532484,,EK,,LK,,,,,,
NA,4561375577902980,,DM,,LK,,,,,,
NA,2309575764217732,,JHU,,LK,,,,,,
NA,6813175391588228,,SM,,,,,,,,
NA,1183675857375108,,EK,,LK,,,,,,
NA,5687275484745604,,EK,,,,,,,,
NA,3435475671060356,,EK,,LK,,,,,,
NA,7939075298430852,,EK,,,,,,,,
NA,620725903953796,,EK,,,,,,,,
NA,5124325531324292,,JHU,,,,,,,,
NA,2872525717639044,,EK,,,,,,,,
NA,7376125345009540,,EK,,,,,,,,
NA,1746625810796420,,DM,,,,,,,,
NA,6250225438166916,,JHU,,,,,,,,
NA,3998425624481668,,,,,,,,,,
NA,8502025251852164,,LK,,,,,,,,
NA,339250927243140,,EK,,,,,,,,
NA,4842850554613636,,SM,,,,,,,,
NA,2591050740928388,,LK,,,,,,,,
NA,7094650368298884,,DM,,,,,,,,
NA,1465150834085764,,LK,,,,,,,,
NA,5968750461456260,,SM,,,,,,,,
NA,3716950647771012,,DM,,,,,,,,
NA,8220550275141508,,DM,,,,,,,,
NA,902200880664452,,DM,,,,,,,,
NA,5405800508034948,,JHU,,LK,,,,,,
NA,3154000694349700,,JHU,,,,,,,,
NA,7657600321720196,,JHU,,,,,,,,
NA,2028100787507076,,DM,,,,,,,,
NA,6531700414877572,,JHU,,,,,,,,
NA,4279900601192324,,JHU,,,,,,,,
NA,8783500228562820,,JHU,,,,,,,,
NA,198513438887812,,,,,,,,,,
NA,4702113066258308,,LK,,,,,,,,
NA,2450313252573060,,EK,,,,,,,,
NA,6953912879943556,,SM,,,,,,,,
NA,1324413345730436,,EK,,LK,,,,,,
NA,5828012973100932,,DM,,,,,,,,
NA,3576213159415684,,DM,,,,,,,,
NA,8079812786786180,,SM,,,,,,,,
NA,761463392309124,,DM,,,,,,,,
NA,5265063019679620,,EK,,,,,,,,
NA,3013263205994372,,DM,,,,,,,,
NA,7516862833364868,,SM,,,,,,,,
NA,1887363299151748,,EK,,,,,,,,
NA,6390962926522244,,JHU,,,,,,,,
NA,4139163112836996,,EK,,,,,,,,
NA,8642762740207492,,EK,,,,,,,,
NA,479988415598468,,DM,,,,,,,,
NA,4983588042968964,,JHU,,,,,,,,
NA,2731788229283716,,,,,,,,,,
NA,7235387856654212,,SM,,,,,,,,
NA,1605888322441092,,SM,,LK,,LK,,,,
NA,6109487949811588,,EK,,,,,,,,
NA,3857688136126340,,LK,,,,,,,,
NA,8361287763496836,,EK,,LK,,,,,,
NA,1042938369019780,,LK,,LK,,,,,,
NA,5546537996390276,,SM,,,,,,,,
NA,3294738182705028,,DM,,,,,,,,
NA,7798337810075524,,DM,,,,,,,,
NA,2168838275862404,,LK,,LK,,,,,,
NA,6672437903232900,,JHU,,,,,,,,
NA,4420638089547652,,LK,,LK,,,,,,
NA,8924237716918148,,EK,,,,,,,,
NA,128144694710148,,EK,,,,,,,,
NA,4631744322080644,,DM,,,,,,,,
NA,2379944508395396,,EK,,,,,,,,
NA,6883544135765892,,JHU,,,,,,,,
NA,1254044601552772,,,,,,,,,,
NA,5757644228923268,,EK,,,,,,,,
NA,3505844415238020,,SM,,,,,,,,
NA,8009444042608516,,LK,,,,,,,,
NA,691094648131460,,DM,,,,,,,,
NA,5194694275501956,,EK,,LK,,LK,,,,
NA,2942894461816708,,DM,,,,,,,,
NA,7446494089187204,,SM,,,,,,,,
NA,1816994554974084,,SM,,,,,,,,
NA,6320594182344580,,EK,,,,,,,,
NA,4068794368659332,,DM,,,,,,,,
NA,8572393996029828,,EK,,,,,,,,
NA,409619671420804,,JHU,,,,,,,,
NA,4913219298791300,,SM,,LK,,LK,,,,
NA,2661419485106052,,EK,,,,,,,,
NA,7165019112476548,,EK,,,,,,,,
NA,1535519578263428,,SM,,,,,,,,
NA,6039119205633924,,JHU,,,,,,,,
NA,3787319391948676,,,,,,,,,,
NA,8290919019319172,,JHU,,,,,,,,
NA,972569624842116,,SM,,,,,,,,
NA,5476169252212612,,SM,,,,,,,,
NA,3224369438527364,,EK,,,,,,,,
NA,7727969065897860,,SM,,,,,,,,
NA,2098469531684740,,JHU,,,,,,,,
NA,6602069159055236,,EK,,LK,,,,,,
NA,4350269345369988,,SM,,,,,,,,
NA,8853868972740484,,HI,,,,,,,,
NA,268882183065476,,SM,,LK,,,,,,
NA,4772481810435972,,EK,,,,,,,,
NA,2520681996750724,,SM,,LK,,,,,,
NA,7024281624121220,,EK,,,,,,,,
NA,1394782089908100,,EK,,,,,,,,
NA,5898381717278596,,DM,,,,,,,,
NA,3646581903593348,,DM,,,,,,,,
NA,8150181530963844,,JHU,,,,,,,,
NA,831832136486788,,,,,,,,,,
NA,5335431763857284,,EK,,,,,,,,
NA,3083631950172036,,JHU,,,,,,,,
NA,7587231577542532,,JHU,,,,,,,,
NA,1957732043329412,,SM,,,,,,,,
NA,6461331670699908,,JHU,,,,,,,,
NA,4209531857014660,,EK,,,,,,,,
NA,8713131484385156,,SM,,,,,,,,
NA,550357159776132,,SM,,,,,,,,
NA,5053956787146628,,EK,,,,,,,,
NA,2802156973461380,,EK,,,,,,,,
NA,7305756600831876,,JHU,,,,,,,,
NA,1676257066618756,,SM,,LK,,,,,,
NA,6179856693989252,,JHU,,,,,,,,
NA,3928056880304004,,EK,,,,,,,,
NA,8431656507674500,,DM,,,,,,,,
NA,1113307113197444,,EK,,,,,,,,
NA,5616906740567940,,JHU,,,,,,,,
NA,3365106926882692,,,,,,,,,,
NA,7868706554253188,,EK,,,,,,,,
NA,2239207020040068,,EK,,,,,,,,
NA,6742806647410564,,SM,,,,,,,,
NA,4491006833725316,,SM,,,,,,,,
NA,8994606461095812,,SM,,,,,,,,
NA,13795485421444,,SM,,,,,,,,
NA,4517395112791940,,SM,,LK,,,,,,
NA,2265595299106692,,SM,,,,,,,,
NA,6769194926477188,,EK,,,,,,,,
NA,1139695392264068,,DM,,,,,,,,
NA,5643295019634564,,JHU,,,,,,,,
NA,3391495205949316,,SM,,LK,,,,,,
NA,7895094833319812,,JHU,,,,,,,,
NA,576745438842756,,EK,,,,,,,,
NA,5080345066213252,,DM,,,,,,,,
NA,2828545252528004,,DM,,,,,,,,
NA,7332144879898500,,JHU,,,,,,,,
NA,1702645345685380,,,,,,,,,,
NA,6206244973055876,,EK,,,,,,,,
NA,3954445159370628,,JHU,,LK,,,,,,
NA,8458044786741124,,JHU,,,,,,,,
NA,295270462132100,,EK,,,,,,,,
NA,4798870089502596,,DM,,,,,,,,
NA,2547070275817348,,JHU,,,,,,,,
NA,7050669903187844,,JHU,,,,,,,,
NA,1421170368974724,,SM,,,,,,,,
NA,5924769996345220,,SM,,LK,,,,,,
NA,3672970182659972,,EK,,,,,,,,
NA,8176569810030468,,JHU,,,,,,,,
NA,858220415553412,,SM,,LK,,,,,,
NA,5361820042923908,,SM,,,,,,,,
NA,3110020229238660,,EK,,,,,,,,
NA,7613619856609156,,JHU,,HI,,,,,,
NA,1984120322396036,,JHU,,,,,,,,
NA,6487719949766532,,JHU,,,,,,,,
NA,4235920136081284,,,,,,,,,,
NA,8739519763451780,,SM,,LK,,,,,,
NA,154532973776772,,SM,,SM,,,,,,
NA,4658132601147268,,JHU,,,,,,,,
NA,2406332787462020,,DM,,,,,,,,
NA,6909932414832516,,SM,,,,,,,,
NA,1280432880619396,,SM,,LK,,,,,,
NA,5784032507989892,,SM,,LK,,,,,,
NA,3532232694304644,,SM,,,,,,,,
NA,8035832321675140,,DM,,,,,,,,
NA,717482927198084,,DM,,,,,,,,
NA,5221082554568580,,SM,,HI,,,,,,
NA,2969282740883332,,SM,,DM,,,,,,
NA,7472882368253828,,SM,,,,,,,,
NA,1843382834040708,,SM,,DM,,,,,,
NA,6346982461411204,,SM,,HI,,,,,,
NA,4095182647725956,,SM,,LK,,,,,,
NA,8598782275096452,,JHU,,,,,,,,
NA,436007950487428,,,,,,,,,,
NA,4939607577857924,,DM,,,,,,,,
NA,2687807764172676,,EK,,,,,,,,
NA,7191407391543172,,SM,,,,,,,,
NA,1561907857330052,,DM,,,,,,,,
NA,6065507484700548,,EK,,,,,,,,
NA,3813707671015300,,SM,,,,,,,,
NA,8317307298385796,,HI,,,,,,,,
NA,998957903908740,,SM,,,,,,,,
NA,5502557531279236,,SM,,,,,,,,
NA,3250757717593988,,DM,,,,,,,,
NA,7754357344964484,,EK,,,,,,,,
NA,2124857810751364,,JHU,,,,,,,,
NA,6628457438121860,,EK,,,,,,,,
NA,4376657624436612,,EK,,,,,,,,
NA,8880257251807108,,EK,,,,,,,,
NA,84164229599108,,DM,,,,,,,,
NA,4587763856969604,,JHU,,,,,,,,
NA,2335964043284356,,,,,,,,,,
NA,6839563670654852,,SM,,DM,,,,,,
NA,1210064136441732,,SM,,,,,,,,
NA,5713663763812228,,EK,,,,,,,,
NA,3461863950126980,,SM,,LK,,,,,,
NA,7965463577497476,,SM,,,,,,,,
NA,647114183020420,,SM,,LK,,,,,,
NA,5150713810390916,,EK,,SM,,,,,,
NA,2898913996705668,,SM,,LK,,,,,,
NA,7402513624076164,,SM,,LK,,,,,,
NA,1773014089863044,,EK,,,,,,,,
NA,6276613717233540,,HI,,HI,,,,,,
NA,4024813903548292,,SM,,LK,,,,,,
NA,8528413530918788,,EK,,,,,,,,
NA,365639206309764,,EK,,,,,,,,
NA,4869238833680260,,DM,,,,,,,,
NA,2617439019995012,,JHU,,,,,,,,
NA,7121038647365508,,JHU,,,,,,,,
NA,1491539113152388,,,,,,,,,,
NA,5995138740522884,,EK,,SM,,,,,,
NA,3743338926837636,,SM,,,,,,,,
NA,8246938554208132,,SM,,DM,,LK,,,,
NA,928589159731076,,SM,,LK,,,,,,
NA,5432188787101572,,EK,,LK,,,,,,
NA,3180388973416324,,SM,,LK,,,,,,
NA,7683988600786820,,EK,,,,,,,,
NA,2054489066573700,,EK,,,,,,,,
NA,6558088693944196,,EK,,LK,,,,,,
NA,4306288880258948,,HI,,HI,,,,,,
NA,8809888507629444,,DM,,,,,,,,
NA,224901717954436,,SM,,DM,,,,,,
NA,4728501345324932,,DM,,,,,,,,
NA,2476701531639684,,EK,,,,,,,,
NA,6980301159010180,,DM,,,,,,,,
NA,1350801624797060,,DM,,,,,,,,
NA,5854401252167556,,JHU,,,,,,,,
NA,3602601438482308,,,,,,,,,,
NA,8106201065852804,,EK,,,,,,,,
NA,787851671375748,,EK,,,,,,,,
NA,5291451298746244,,EK,,,,,,,,
NA,3039651485060996,,DM,,,,,,,,
NA,7543251112431492,,DM,,,,,,,,
NA,1913751578218372,,SM,,,,,,,,
NA,6417351205588868,,SM,,,,,,,,
NA,4165551391903620,,DM,,,,,,,,
NA,8669151019274116,,DM,,,,,,,,
NA,506376694665092,,DM,,,,,,,,
NA,5009976322035588,,DM,,,,,,,,
NA,2758176508350340,,JHU,,,,,,,,
NA,7261776135720836,,SM,,LK,,,,,,
NA,1632276601507716,,DM,,,,,,,,
NA,6135876228878212,,SM,,LK,,,,,,
NA,3884076415192964,,SM,,,,,,,,
NA,8387676042563460,,JHU,,,,,,,,
NA,1069326648086404,,,,,,,,,,
NA,5572926275456900,,HI,,,,,,,,
NA,3321126461771652,,HI,,,,,,,,
NA,7824726089142148,,HI,,LK,,,,,,
NA,2195226554929028,,SM,,,,,,,,
NA,6698826182299524,,HI,,,,,,,,
NA,4447026368614276,,HI,,,,,,,,
NA,8950625995984772,,JHU,,,,,,,,
NA,48979857510276,,EK,,,,,,,,
NA,4552579484880772,,EK,,,,,,,,
NA,2300779671195524,,DM,,,,,,,,
NA,6804379298566020,,DM,,,,,,,,
NA,1174879764352900,,SM,,,,,,,,
NA,5678479391723396,,DM,,,,,,,,
NA,3426679578038148,,EK,,,,,,,,
NA,7930279205408644,,DM,,,,,,,,
NA,611929810931588,,EK,,,,,,,,
NA,5115529438302084,,JHU,,,,,,,,
NA,2863729624616836,,,,,,,,,,
NA,7367329251987332,,SM,,DM,,,,,,
NA,1737829717774212,,DM,,,,,,,,
NA,6241429345144708,,EK,,LK,,,,,,
NA,3989629531459460,,SM,,SM,,,,,,
NA,8493229158829956,,DM,,,,,,,,
NA,330454834220932,,SM,,DM,,HI,,,,
NA,4834054461591428,,EK,,,,,,,,
NA,2582254647906180,,SM,,SM,,,,,,
NA,7085854275276676,,DM,,,,,,,,
NA,1456354741063556,,DM,,,,,,,,
NA,5959954368434052,,JHU,,,,,,,,
NA,3708154554748804,,DM,,,,,,,,
NA,8211754182119300,,DM,,,,,,,,
NA,893404787642244,,JHU,,,,,,,,
NA,5397004415012740,,DM,,,,,,,,
NA,3145204601327492,,DM,,,,,,,,
NA,7648804228697988,,JHU,,,,,,,,
NA,2019304694484868,,,,,,,,,,
NA,6522904321855364,,EK,,LK,,,,,,
NA,4271104508170116,,EK,,,,,,,,
NA,8774704135540612,,JHU,,,,,,,,
NA,189717345865604,,DM,,LK,,,,,,
NA,4693316973236100,,SM,,SM,,,,,,
NA,2441517159550852,,DM,,,,,,,,
NA,6945116786921348,,SM,,DM,,LK,,,,
NA,1315617252708228,,EK,,,,,,,,
NA,5819216880078724,,SM,,,,,,,,
NA,3567417066393476,,EK,,,,,,,,
NA,8071016693763972,,JHU,,,,,,,,
NA,752667299286916,,EK,,,,,,,,
NA,5256266926657412,,EK,,,,,,,,
NA,3004467112972164,,EK,,,,,,,,
NA,7508066740342660,,DM,,,,,,,,
NA,1878567206129540,,,,,,,,,,
NA,6382166833500036,,JHU,,,,,,,,
NA,4130367019814788,,,,,,,,,,
NA,8633966647185284,,SM,,DM,,,,,,
NA,471192322576260,,HI,,LK,,,,,,
NA,4974791949946756,,HI,,,,,,,,
NA,2722992136261508,,EK,,,,,,,,
NA,7226591763632004,,HI,,,,,,,,
NA,1597092229418884,,SM,,,,,,,,
NA,6100691856789380,,SM,,LK,,,,,,
NA,3848892043104132,,DM,,,,,,,,
NA,8352491670474628,,DM,,,,,,,,
NA,1034142275997572,,HI,,,,,,,,
NA,5537741903368068,,HI,,,,,,,,
NA,3285942089682820,,HI,,,,,,,,
NA,7789541717053316,,DM,,,,,,,,
NA,2160042182840196,,HI,,,,,,,,
NA,6663641810210692,,HI,,,,,,,,
NA,4411841996525444,,HI,,,,,,,,
NA,8915441623895940,,JHU,,,,,,,,
NA,119348601687940,,,,,,,,,,
NA,4622948229058436,,SM,,DM,,,,,,
NA,2371148415373188,,SM,,,,,,,,
NA,6874748042743684,,EK,,SM,,,,,,
NA,1245248508530564,,SM,,DM,,,,,,
NA,5748848135901060,,HI,,,,,,,,
NA,3497048322215812,,SM,,SM,,,,,,
NA,8000647949586308,,DM,,,,,,,,
NA,682298555109252,,HI,,,,,,,,
NA,5185898182479748,,SM,,DM,,LK,,,,
NA,2934098368794500,,DM,,,,,,,,
NA,7437697996164996,,HI,,,,,,,,
NA,1808198461951876,,SM,,,,,,,,
NA,6311798089322372,,HI,,,,,,,,
NA,4059998275637124,,HI,,,,,,,,
NA,8563597903007620,,HI,,,,,,,,
NA,400823578398596,,SM,,,,,,,,
NA,4904423205769092,,JHU,,,,,,,,
NA,2652623392083844,,,,,,,,,,
NA,7156223019454340,,HI,,LK,,,,,,
NA,1526723485241220,,EK,,SM,,,,,,
NA,6030323112611716,,HI,,LK,,,,,,
NA,3778523298926468,,SM,,SM,,,,,,
NA,8282122926296964,,HI,,,,,,,,
NA,963773531819908,,SM,,DM,,LK,,,,
NA,5467373159190404,,HI,,,,,,,,
NA,3215573345505156,,SM,,SM,,,,,,
NA,7719172972875652,,DM,,,,,,,,
NA,2089673438662532,,HI,,,,,,,,
NA,6593273066033028,,HI,,,,,,,,
NA,4341473252347780,,SM,,DM,,,,,,
NA,8845072879718276,,HI,,,,,,,,
NA,260086090043268,,HI,,,,,,,,
NA,4763685717413764,,HI,,LK,,,,,,
NA,2511885903728516,,SM,,,,,,,,
NA,7015485531099012,,JHU,,,,,,,,
NA,1385985996885892,,,,,,,,,,
NA,5889585624256388,,SM,,,,,,,,
NA,3637785810571140,,EK,,,,,,,,
NA,8141385437941636,,HI,,,,,,,,
NA,823036043464580,,HI,,,,,,,,
NA,5326635670835076,,HI,,,,,,,,
NA,3074835857149828,,SM,,,,,,,,
NA,7578435484520324,,EK,,SM,,,,,,
NA,1948935950307204,,DM,,,,,,,,
NA,6452535577677700,,DM,,,,,,,,
NA,4200735763992452,,EK,,SM,,,,,,
NA,8704335391362948,,HI,,LK,,,,,,
NA,541561066753924,,SM,,,,,,,,
NA,5045160694124420,,HI,,,,,,,,
NA,2793360880439172,,HI,,,,,,,,
NA,7296960507809668,,HI,,,,,,,,
NA,1667460973596548,,HI,,,,,,,,
NA,6171060600967044,,JHU,,,,,,,,
NA,3919260787281796,,,,,,,,,,
NA,8422860414652292,,DM,,,,,,,,
NA,1104511020175236,,EK,,SM,,,,,,
NA,5608110647545732,,EK,,SM,,,,,,
NA,3356310833860484,,HI,,LK,,,,,,
NA,7859910461230980,,DM,,,,,,,,
NA,2230410927017860,,HI,,,,,,,,
NA,6734010554388356,,SM,,,,,,,,
NA,4482210740703108,,EK,,SM,,,,,,
NA,8985810368073604,,EK,,SM,,,,,,
NA,31387671465860,,DM,,,,,,,,
NA,4534987298836356,,EK,,SM,,,,,,
NA,2283187485151108,,HI,,,,,,,,
NA,6786787112521604,,EK,,,,,,,,
NA,1157287578308484,,EK,,DM,,,,,,
NA,5660887205678980,,,,,,,,,,
NA,3409087391993732,,EK,,,,,,,,
NA,7912687019364228,,JHU,,,,,,,,
NA,594337624887172,,,,,,,,,,
NA,5097937252257668,,SM,,,,,,,,
NA,2846137438572420,,EK,,,,,,,,
NA,7349737065942916,,EK,,SM,,,,,,
NA,1720237531729796,,EK,,SM,,,,,,
NA,6223837159100292,,HI,,,,,,,,
NA,3972037345415044,,DM,,,,,,,,
NA,8475636972785540,,SM,,,,,,,,
NA,312862648176516,,EK,,SM,,,,,,
NA,4816462275547012,,EK,,SM,,,,,,
NA,2564662461861764,,DM,,,,,,,,
NA,7068262089232260,,EK,,SM,,,,,,
NA,1438762555019140,,EK,,DM,,,,,,
NA,5942362182389636,,EK,,HI,,,,,,
NA,3690562368704388,,EK,,DM,,,,,,
NA,8194161996074884,,EK,,HI,,,,,,
NA,875812601597828,,EK,,,,,,,,
NA,5379412228968324,,JHU,,,,,,,,
NA,3127612415283076,,,,,,,,,,
NA,7631212042653572,,SM,,DM,,,,,,
NA,2001712508440452,,EK,,SM,,,,,,
NA,6505312135810948,,EK,,SM,,,,,,
NA,4253512322125700,,EK,,SM,,,,,,
NA,8757111949496196,,EK,,LK,,,,,,
NA,172125159821188,,HI,,LK,,,,,,
NA,4675724787191684,,EK,,DM,,,,,,
NA,2423924973506436,,DM,,,,,,,,
NA,6927524600876932,,SM,,,,,,,,
NA,1298025066663812,,EK,,SM,,,,,,
NA,5801624694034308,,EK,,SM,,,,,,
NA,3549824880349060,,EK,,SM,,,,,,
NA,8053424507719556,,EK,,HI,,,,,,
NA,735075113242500,,EK,,DM,,,,,,
NA,5238674740612996,,EK,,HI,,,,,,
NA,2986874926927748,,EK,,,,,,,,
NA,7490474554298244,,JHU,,,,,,,,
NA,1860975020085124,,,,,,,,,,
NA,6364574647455620,,EK,,,,,,,,
NA,4112774833770372,,EK,,LK,,,,,,
NA,8616374461140868,,EK,,SM,,,,,,
NA,453600136531844,,EK,,LK,,,,,,
NA,4957199763902340,,SM,,,,,,,,
NA,2705399950217092,,DM,,,,,,,,
NA,7208999577587588,,SM,,,,,,,,
NA,1579500043374468,,EK,,SM,,,,,,
NA,6083099670744964,,EK,,SM,,,,,,
NA,3831299857059716,,EK,,SM,,,,,,
NA,8334899484430212,,HI,,LK,,,,,,
NA,1016550089953156,,SM,,,,,,,,
NA,5520149717323652,,EK,,,,,,,,
NA,3268349903638404,,HI,,,,,,,,
NA,7771949531008900,,SM,,,,,,,,
NA,2142449996795780,,HI,,,,,,,,
NA,6646049624166276,,JHU,,,,,,,,
NA,4394249810481028,,,,,,,,,,
NA,8897849437851524,,EK,,,,,,,,
NA,101756415643524,,EK,,SM,,,,,,
NA,4605356043014020,,EK,,LK,,,,,,
NA,2353556229328772,,SM,,DM,,,,,,
NA,6857155856699268,,HI,,,,,,,,
NA,1227656322486148,,EK,,,,,,,,
NA,5731255949856644,,EK,,SM,,,,,,
NA,3479456136171396,,EK,,SM,,,,,,
NA,7983055763541892,,DM,,,,,,,,
NA,664706369064836,,EK,,LK,,,,,,
NA,5168305996435332,,HI,,,,,,,,
NA,2916506182750084,,SM,,,,,,,,
NA,7420105810120580,,EK,,,,,,,,
NA,1790606275907460,,HI,,,,,,,,
NA,6294205903277956,,EK,,HI,,EK,,,,
NA,4042406089592708,,HI,,,,,,,,
NA,8546005716963204,,JHU,,,,,,,,
NA,383231392354180,,,,,,,,,,
NA,4886831019724676,,JHU,,,,,,,,
NA,2635031206039428,,HI,,LK,,,,,,
NA,7138630833409924,,HI,,LK,,,,,,
NA,1509131299196804,,HI,,LK,,,,,,
NA,6012730926567300,,SM,,,,,,,,
NA,3760931112882052,,HI,,LK,,,,,,
NA,8264530740252548,,HI,,,,,,,,
NA,946181345775492,,HI,,LK,,,,,,
NA,5449780973145988,,HI,,LK,,,,,,
NA,3197981159460740,,HI,,LK,,,,,,
NA,7701580786831236,,HI,,,,,,,,
NA,2072081252618116,,JHU,,,,,,,,
NA,6575680879988612,,,,,,,,,,
NA,4323881066303364,,HI,,LK,,,,,,
NA,8827480693673860,,DM,,,,,,,,
NA,242493903998852,,DM,,,,,,,,
NA,4746093531369348,,HI,,LK,,,,,,
NA,2494293717684100,,SM,,,,,,,,
NA,6997893345054596,,HI,,,,,,,,
NA,1368393810841476,,DM,,,,,,,,
NA,5871993438211972,,DM,,,,,,,,
NA,3620193624526724,,DM,,,,,,,,
NA,8123793251897220,,DM,,,,,,,,
NA,805443857420164,,HI,,LK,,,,,,
NA,5309043484790660,,,,,,,,,,
NA,3057243671105412,,SM,,HI,,,,,,
NA,7560843298475908,,HI,,LK,,,,,,
NA,1931343764262788,,JHU,,,,,,,,
NA,6434943391633284,,HI,,LK,,,,,,
NA,4183143577948036,,JHU,,,,,,,,
NA,8686743205318532,,,,,,,,,,
NA,523968880709508,,,,,,,,,,
NA,5027568508080004,,,,,,,,,,
NA,2775768694394756,,,,,,,,,,
NA,7279368321765252,,,,,,,,,,
NA,1649868787552132,,,,,,,,,,
NA,6153468414922628,,,,,,,,,,
NA,3901668601237380,,,,,,,,,,
NA,8405268228607876,,,,,,,,,,
NA,1086918834130820,,,,,,,,,,
NA,5590518461501316,,,,,,,,,,
NA,3338718647816068,,,,,,,,,,
NA,7842318275186564,,,,,,,,,,
NA,2212818740973444,,,,,,,,,,
NA,6716418368343940,,,,,,,,,,
NA,4464618554658692,,,,,,,,,,
NA,8968218182029188,,,,,,,,,,
NA,66572043554692,,,,,,,,,,
NA,4570171670925188,,,,,,,,,,
NA,2318371857239940,,,,,,,,,,
NA,6821971484610436,,,,,,,,,,
NA,1192471950397316,,,,,,,,,,
NA,5696071577767812,,,,,,,,,,
NA,3444271764082564,,,,,,,,,,
NA,7947871391453060,,,,,,,,,,
NA,629521996976004,,,,,,,,,,
NA,5133121624346500,,,,,,,,,,
NA,2881321810661252,,,,,,,,,,
NA,7384921438031748,,,,,,,,,,
NA,1755421903818628,,,,,,,,,,
NA,6259021531189124,,,,,,,,,,
NA,4007221717503876,,,,,,,,,,
NA,8510821344874372,,,,,,,,,,
NA,348047020265348,,,,,,,,,,
NA,4851646647635844,,,,,,,,,,
NA,2599846833950596,,,,,,,,,,
NA,7103446461321092,,,,,,,,,,
NA,1473946927107972,,,,,,,,,,
NA,5977546554478468,,,,,,,,,,
NA,3725746740793220,,,,,,,,,,
NA,8229346368163716,,,,,,,,,,
NA,910996973686660,,,,,,,,,,
NA,5414596601057156,,,,,,,,,,
NA,3162796787371908,,,,,,,,,,
NA,7666396414742404,,,,,,,,,,
NA,2036896880529284,,,,,,,,,,
NA,6540496507899780,,,,,,,,,,
NA,4288696694214532,,,,,,,,,,
NA,8792296321585028,,,,,,,,,,
NA,207309531910020,,,,,,,,,,
NA,4710909159280516,,,,,,,,,,
NA,2459109345595268,,,,,,,,,,
NA,6962708972965764,,,,,,,,,,
NA,1333209438752644,,,,,,,,,,
NA,5836809066123140,,,,,,,,,,
NA,3585009252437892,,,,,,,,,,
NA,8088608879808388,,,,,,,,,,
NA,770259485331332,,,,,,,,,,
NA,5273859112701828,,,,,,,,,,
NA,3022059299016580,,,,,,,,,,
NA,7525658926387076,,,,,,,,,,
NA,1896159392173956,,,,,,,,,,
NA,6399759019544452,,,,,,,,,,
NA,4147959205859204,,,,,,,,,,
NA,8651558833229700,,,,,,,,,,
NA,488784508620676,,,,,,,,,,
NA,4992384135991172,,,,,,,,,,
NA,2740584322305924,,,,,,,,,,
NA,7244183949676420,,,,,,,,,,
NA,1614684415463300,,,,,,,,,,
NA,6118284042833796,,,,,,,,,,
