Produktgruppe,RowID,Phase,Datumsfeld,Datum,Mitarbeiter
NA,8673549065785220,1,Kontrolle,2025-07-10,HI
NA,510774741176196,1,Kontrolle,2025-07-10,HI
NA,5014374368546692,1,Kontrolle,2025-07-10,HI
NA,2762574554861444,1,Kontrolle,2025-07-10,HI
NA,1636674648018820,1,Kontrolle,2025-07-10,HI
NA,6140274275389316,1,Kontrolle,2025-07-10,HI
NA,3888474461704068,1,Kontrolle,2025-07-10,HI
NA,1073724694597508,1,Kontrolle,2025-07-10,HI
NA,5577324321968004,1,Kontrolle,2025-07-10,HI
NA,6703224228810628,1,Kontrolle,2025-07-09,DM
NA,8955024042495876,1,Kontrolle,2025-07-09,DM
NA,4556977531391876,1,Kontrolle,2025-07-09,DM
NA,4556977531391876,2,BE am,2025-07-14,LK
NA,7371727298498436,1,Kontrolle,2025-07-09,DM
NA,3994027577970564,1,Kontrolle,2025-07-10,HI
NA,8497627205341060,1,Kontrolle,2025-07-10,HI
NA,8497627205341060,2,BE am,2025-07-14,LK
NA,334852880732036,1,Kontrolle,2025-07-10,HI
NA,334852880732036,2,BE am,2025-07-14,LK
NA,4838452508102532,1,Kontrolle,2025-07-10,HI
NA,4838452508102532,2,BE am,2025-07-14,LK
NA,2586652694417284,1,Kontrolle,2025-07-10,HI
NA,2586652694417284,2,BE am,2025-07-15,LK
NA,7090252321787780,1,Kontrolle,2025-07-10,HI
NA,7090252321787780,2,BE am,2025-07-17,LK
NA,1460752787574660,1,Kontrolle,2025-07-10,HI
NA,1460752787574660,2,BE am,2025-07-17,LK
NA,5964352414945156,1,Kontrolle,2025-07-10,HI
NA,3712552601259908,1,Kontrolle,2025-07-10,HI
NA,8216152228630404,1,Kontrolle,2025-07-10,HI
NA,8216152228630404,2,BE am,2025-07-14,LK
NA,897802834153348,1,Kontrolle,2025-07-10,HI
NA,897802834153348,2,BE am,2025-07-15,LK
NA,5401402461523844,1,Kontrolle,2025-07-10,HI
NA,5401402461523844,2,BE am,2025-07-18,LK
NA,3149602647838596,1,Kontrolle,2025-07-10,HI
NA,2023702740995972,1,Kontrolle,2025-07-10,HI
NA,6527302368366468,1,Kontrolle,2025-07-10,HI
NA,4697715019747204,2,BE am,2025-07-17,LK
NA,1882965252640644,2,BE am,2025-06-23,LK
NA,8005045996097412,1,Kontrolle,2025-06-26,JHU
NA,6316196135833476,2,BE am,2025-07-17,LK
NA,968171578331012,1,Kontrolle,2025-07-10,HI
NA,3219971392016260,2,BE am,2025-07-15,LK
NA,2094071485173636,2,BE am,2025-07-17,LK
NA,7019883577610116,2,BE am,2025-06-23,LK
NA,1390384043396996,1,Kontrolle,2025-07-10,HI
NA,8708733437874052,1,Kontrolle,2025-06-27,EK
NA,5049558740635524,2,BE am,2025-07-14,LK
NA,8427258461163396,2,BE am,2025-06-23,LK
NA,4486608787214212,2,BE am,2025-07-15,LK
NA,8990208414584708,2,BE am,2025-06-23,LK
NA,4512997066280836,1,Kontrolle,2025-06-26,JHU
NA,2261197252595588,1,Kontrolle,2025-07-10,HI
NA,2261197252595588,2,BE am,2025-07-14,LK
NA,6764796879966084,2,BE am,2025-07-14,LK
NA,5638896973123460,2,BE am,2025-06-23,LK
NA,3387097159438212,1,Kontrolle,2025-07-10,HI
NA,7890696786808708,1,Kontrolle,2025-06-26,JHU
NA,572347392331652,2,BE am,2025-07-17,LK
NA,6201846926544772,2,BE am,2025-06-23,LK
NA,8453646740230020,1,Kontrolle,2025-07-10,HI
NA,8453646740230020,2,BE am,2025-07-14,LK
NA,290872415620996,2,BE am,2025-07-14,LK
NA,3668572136148868,1,Kontrolle,2025-07-10,HI
NA,3668572136148868,2,BE am,2025-07-15,LK
NA,8172171763519364,1,Kontrolle,2025-07-10,HI
NA,5357421996412804,2,BE am,2025-07-17,LK
NA,8735121716940676,1,Kontrolle,2025-06-27,EK
NA,150134927265668,1,Kontrolle,2025-07-10,HI
NA,150134927265668,2,BE am,2025-07-14,LK
NA,4653734554636164,2,BE am,2025-07-14,LK
NA,1276034834108292,2,BE am,2025-06-23,LK
NA,8031434275164036,1,Kontrolle,2025-07-10,HI
NA,5216684508057476,1,Kontrolle,2025-07-10,HI
NA,7468484321742724,2,BE am,2025-07-17,LK
NA,7187009345032068,1,Kontrolle,2025-07-10,HI
NA,7187009345032068,2,BE am,2025-07-14,LK
NA,3246359671082884,1,Kontrolle,2025-07-10,HI
NA,7749959298453380,1,Kontrolle,2025-07-10,HI
NA,2331565996773252,1,Kontrolle,2025-06-27,EK
NA,6835165624143748,1,Kontrolle,2025-07-09,DM
NA,1205666089930628,2,BE am,2025-07-14,LK
NA,7961065530986372,2,BE am,2025-06-23,LK
NA,1768616043351940,1,Kontrolle,2025-06-26,JHU
NA,4020415857037188,2,BE am,2025-07-17,LK
NA,1487141066641284,1,Kontrolle,2025-06-27,EK
NA,5990740694011780,1,Kontrolle,2025-07-09,DM
NA,5427790740590468,2,BE am,2025-06-23,LK
NA,4301890833747844,1,Kontrolle,2025-06-26,JHU
NA,3598203391971204,1,Kontrolle,2025-06-26,JHU
NA,7538853065920388,2,BE am,2025-06-23,LK
NA,501978648153988,1,Kontrolle,2025-07-10,HI
NA,7820328042631044,1,Kontrolle,2025-06-27,EK
NA,2190828508417924,1,Kontrolle,2025-07-10,HI
NA,2190828508417924,2,BE am,2025-07-14,LK
NA,6694428135788420,2,BE am,2025-07-14,LK
NA,5674081345212292,1,Kontrolle,2025-07-10,HI
NA,6237031298633604,1,Kontrolle,2025-07-10,HI
NA,3985231484948356,1,Kontrolle,2025-07-10,HI
NA,3985231484948356,2,BE am,2025-07-14,LK
NA,5955556321922948,1,Kontrolle,2025-07-10,HI
NA,3703756508237700,1,Kontrolle,2025-07-10,HI
NA,3703756508237700,2,BE am,2025-07-18,LK
NA,8207356135608196,1,Kontrolle,2025-07-10,HI
NA,1311219206197124,2,BE am,2025-06-23,LK
NA,5814818833567620,2,BE am,2025-06-23,LK
NA,5251868880146308,1,Kontrolle,2025-06-26,JHU
NA,8629568600674180,1,Kontrolle,2025-07-09,DM
NA,1029744229486468,1,Kontrolle,2025-06-26,JHU
NA,6870349996232580,1,Kontrolle,2025-07-09,DM
NA,677900508598148,2,BE am,2025-06-27,LK
NA,2929700322283396,1,Kontrolle,2025-07-10,HI
NA,1803800415440772,2,BE am,2025-07-17,LK
NA,1522325438730116,1,Kontrolle,2025-06-27,EK
NA,6025925066100612,1,Kontrolle,2025-07-09,DM
NA,2085275392151428,1,Kontrolle,2025-06-26,JHU
NA,1381587950374788,1,Kontrolle,2025-06-26,JHU
NA,1944537903796100,1,Kontrolle,2025-07-09,DM
NA,4196337717481348,1,Kontrolle,2025-06-26,JHU
NA,26989624954756,1,Kontrolle,2025-06-26,JHU
NA,308464601665412,2,BE am,2025-06-23,LK
NA,4812064229035908,1,Kontrolle,2025-07-10,HI
NA,4812064229035908,2,BE am,2025-07-15,LK
NA,2560264415350660,1,Kontrolle,2025-06-26,JHU
NA,3686164322193284,1,Kontrolle,2025-06-27,EK
NA,7626813996142468,2,BE am,2025-07-14,LK
NA,1293627020152708,1,Kontrolle,2025-06-26,JHU
NA,3545426833837956,2,BE am,2025-07-17,LK
NA,730677066731396,1,Kontrolle,2025-06-27,EK
NA,6078701624233860,2,BE am,2025-06-23,LK
NA,3826901810548612,1,Kontrolle,2025-06-26,JHU
NA,7767551484497796,1,Kontrolle,2025-06-27,EK
NA,4389851763969924,1,Kontrolle,2025-06-27,EK
NA,5726857903345540,1,Kontrolle,2025-06-26,JHU
NA,3475058089660292,1,Kontrolle,2025-07-10,HI
NA,660308322553732,2,BE am,2025-07-14,LK
NA,1786208229396356,1,Kontrolle,2025-06-27,EK
NA,1504733252685700,2,BE am,2025-06-23,LK
NA,6008332880056196,2,BE am,2025-06-23,LK
NA,941783299264388,2,BE am,2025-06-23,LK
NA,3193583112949636,1,Kontrolle,2025-07-10,HI
NA,2067683206107012,1,Kontrolle,2025-07-09,DM
NA,4319483019792260,1,Kontrolle,2025-06-27,EK
NA,6993495298543492,2,BE am,2025-06-23,LK
NA,8119395205386116,1,Kontrolle,2025-07-09,DM
NA,3052845624594308,2,BE am,2025-07-14,LK
NA,7556445251964804,2,BE am,2025-07-14,LK
NA,1926945717751684,1,Kontrolle,2025-07-10,HI
NA,4178745531436932,1,Kontrolle,2025-07-09,DM
NA,1645470741041028,1,Kontrolle,2025-07-09,DM
NA,3897270554726276,1,Kontrolle,2025-07-09,DM
NA,8400870182096772,1,Kontrolle,2025-07-10,HI
NA,8400870182096772,2,BE am,2025-07-15,LK
NA,5586120414990212,1,Kontrolle,2025-07-09,DM
NA,3334320601304964,1,Kontrolle,2025-07-09,DM
NA,6712020321832836,1,Kontrolle,2025-07-10,HI
NA,8963820135518084,1,Kontrolle,2025-07-10,HI
NA,8963820135518084,2,BE am,2025-07-17,LK
NA,5691673531256708,1,Kontrolle,2025-06-27,EK
NA,3439873717571460,1,Kontrolle,2025-07-10,HI
NA,7943473344941956,2,BE am,2025-06-23,LK
NA,5128723577835396,1,Kontrolle,2025-07-09,DM
NA,2876923764150148,1,Kontrolle,2025-07-09,DM
NA,7380523391520644,1,Kontrolle,2025-07-10,HI
NA,7380523391520644,2,BE am,2025-07-14,LK
NA,1751023857307524,2,BE am,2025-06-23,LK
NA,343648973754244,1,Kontrolle,2025-07-09,DM
NA,4847248601124740,2,BE am,2025-07-17,LK
NA,7099048414809988,1,Kontrolle,2025-06-26,JHU
NA,8224948321652612,1,Kontrolle,2025-06-26,JHU
NA,906598927175556,2,BE am,2025-06-23,LK
NA,5410198554546052,1,Kontrolle,2025-07-02,JHU
NA,5410198554546052,2,BE am,2025-07-14,LK
NA,3158398740860804,1,Kontrolle,2025-06-30,DM
NA,2032498834018180,4,C am,2025-07-03,SM
NA,2032498834018180,5,Reopen C2 am,2025-07-21,HI
NA,8787898275073924,2,BE am,2025-06-27,LK
NA,6958310926454660,1,Kontrolle,2025-07-09,DM
NA,5832411019612036,1,Kontrolle,2025-07-10,DM
NA,3017661252505476,1,Kontrolle,2025-06-26,JHU
NA,7521260879875972,2,BE am,2025-06-23,LK
NA,1891761345662852,2,BE am,2025-07-14,LK
NA,6395360973033348,2,BE am,2025-07-14,LK
NA,4143561159348100,2,BE am,2025-07-14,LK
NA,484386462109572,2,BE am,2025-06-27,LK
NA,2736186275794820,2,BE am,2025-06-23,LK
NA,7239785903165316,1,Kontrolle,2025-07-10,HI
NA,6113885996322692,1,Kontrolle,2025-07-09,DM
NA,8365685810007940,1,Kontrolle,2025-06-26,JHU
NA,6676835949744004,2,BE am,2025-07-14,LK
NA,4425036136058756,2,BE am,2025-07-14,LK
NA,132542741221252,1,Kontrolle,2025-07-09,DM
NA,2384342554906500,2,BE am,2025-07-15,LK
NA,1258442648063876,2,BE am,2025-06-23,LK
NA,8013842089119620,2,BE am,2025-07-17,LK
NA,5199092322013060,1,Kontrolle,2025-06-27,EK
NA,4917617345302404,2,BE am,2025-06-23,LK
NA,2665817531617156,2,BE am,2025-06-23,LK
NA,1539917624774532,2,BE am,2025-06-23,LK
NA,6043517252145028,2,BE am,2025-06-23,LK
NA,3791717438459780,2,BE am,2025-06-27,LK
NA,8295317065830276,1,Kontrolle,2025-07-10,HI
NA,5480567298723716,1,Kontrolle,2025-07-10,HI
NA,5480567298723716,2,BE am,2025-07-17,LK
NA,7732367112408964,1,Kontrolle,2025-06-27,EK
NA,8858267019251588,1,Kontrolle,2025-06-27,EK
NA,273280229576580,2,BE am,2025-06-23,LK
NA,7028679670632324,2,BE am,2025-06-23,LK
NA,1399180136419204,2,BE am,2025-07-14,LK
NA,8154579577474948,2,BE am,2025-06-23,LK
NA,836230182997892,2,BE am,2025-06-27,LK
NA,5339829810368388,1,Kontrolle,2025-07-10,HI
NA,7591629624053636,2,BE am,2025-07-17,LK
NA,5058354833657732,1,Kontrolle,2025-06-26,JHU
NA,1117705159708548,1,Kontrolle,2025-07-10,HI
NA,6747204693921668,2,BE am,2025-07-17,LK
NA,4495404880236420,1,Kontrolle,2025-07-09,DM
NA,3382699112927108,2,BE am,2025-07-14,LK
NA,5071548973191044,2,BE am,2025-06-23,LK
NA,2819749159505796,1,Kontrolle,2025-07-10,HI
NA,6197448880033668,2,BE am,2025-07-14,LK
NA,3945649066348420,2,BE am,2025-06-23,LK
NA,8449248693718916,2,BE am,2025-07-17,LK
NA,7604823763586948,2,BE am,2025-06-23,LK
NA,4227124043059076,2,BE am,2025-06-23,LK
NA,8730723670429572,1,Kontrolle,2025-07-10,HI
NA,4649336508125060,2,BE am,2025-07-17,LK
NA,6901136321810308,1,Kontrolle,2025-07-10,HI
NA,708686834175876,1,Kontrolle,2025-06-27,EK
NA,5212286461546372,2,BE am,2025-06-23,LK
NA,7464086275231620,2,BE am,2025-07-14,LK
NA,6338186368388996,2,BE am,2025-06-23,LK
NA,427211857465220,2,BE am,2025-06-23,LK
NA,4930811484835716,1,Kontrolle,2025-06-26,JHU
NA,7182611298520964,2,BE am,2025-07-17,LK
NA,5493761438257028,2,BE am,2025-06-23,LK
NA,7745561251942276,1,Kontrolle,2025-06-27,EK
NA,7745561251942276,2,BE am,2025-07-14,LK
NA,2116061717729156,1,Kontrolle,2025-06-26,JHU
NA,2116061717729156,2,BE am,2025-07-14,LK
NA,75368136576900,1,Kontrolle,2025-06-27,EK
NA,2327167950262148,1,Kontrolle,2025-07-10,HI
NA,6830767577632644,1,Kontrolle,2025-06-26,JHU
NA,5704867670790020,1,Kontrolle,2025-06-27,EK
NA,3453067857104772,1,Kontrolle,2025-06-27,EK
NA,1764217996840836,1,Kontrolle,2025-06-27,EK
NA,8519617437896580,1,Kontrolle,2025-06-27,EK
NA,8519617437896580,2,BE am,2025-07-14,LK
NA,356843113287556,1,Kontrolle,2025-06-26,JHU
NA,356843113287556,2,BE am,2025-07-14,LK
NA,7112242554343300,1,Kontrolle,2025-06-26,JHU
NA,7112242554343300,2,BE am,2025-06-27,LK
NA,1482743020130180,1,Kontrolle,2025-07-09,DM
NA,3734542833815428,1,Kontrolle,2025-06-26,JHU
NA,3734542833815428,2,BE am,2025-06-27,LK
NA,919793066708868,1,Kontrolle,2025-06-27,EK
NA,919793066708868,2,BE am,2025-07-17,LK
NA,3171592880394116,1,Kontrolle,2025-06-26,JHU
NA,3171592880394116,2,BE am,2025-07-18,LK
NA,8801092414607236,1,Kontrolle,2025-06-27,EK
NA,8801092414607236,2,BE am,2025-07-15,LK
NA,216105624932228,1,Kontrolle,2025-06-27,EK
NA,216105624932228,2,BE am,2025-07-18,LK
NA,4719705252302724,1,Kontrolle,2025-06-27,EK
NA,2467905438617476,1,Kontrolle,2025-06-27,EK
NA,6971505065987972,1,Kontrolle,2025-06-27,EK
NA,5845605159145348,1,Kontrolle,2025-06-27,EK
NA,5845605159145348,2,BE am,2025-07-14,LK
NA,3593805345460100,1,Kontrolle,2025-06-27,EK
NA,5282655205724036,1,Kontrolle,2025-06-27,EK
NA,3030855392038788,1,Kontrolle,2025-06-26,JHU
NA,7534455019409284,1,Kontrolle,2025-07-10,HI
NA,7534455019409284,2,BE am,2025-07-17,LK
NA,1904955485196164,1,Kontrolle,2025-06-27,EK
NA,497580601642884,1,Kontrolle,2025-06-26,JHU
NA,2749380415328132,1,Kontrolle,2025-06-27,EK
NA,2749380415328132,2,BE am,2025-07-14,LK
NA,6127080135856004,1,Kontrolle,2025-06-26,JHU
NA,6127080135856004,2,BE am,2025-06-27,LK
NA,3875280322170756,1,Kontrolle,2025-07-09,DM
NA,8378879949541252,1,Kontrolle,2025-06-26,JHU
NA,8378879949541252,2,BE am,2025-06-27,LK
NA,1060530555064196,1,Kontrolle,2025-06-26,JHU
NA,1060530555064196,2,BE am,2025-06-27,LK
NA,5564130182434692,1,Kontrolle,2025-06-26,JHU
NA,3312330368749444,1,Kontrolle,2025-06-27,EK
NA,3312330368749444,2,BE am,2025-07-17,LK
NA,7815929996119940,1,Kontrolle,2025-06-27,EK
NA,7815929996119940,2,BE am,2025-07-17,LK
NA,2186430461906820,1,Kontrolle,2025-06-27,EK
NA,6690030089277316,1,Kontrolle,2025-06-26,JHU
NA,4438230275592068,1,Kontrolle,2025-06-26,JHU
NA,4438230275592068,2,BE am,2025-07-18,LK
NA,2291983578173316,1,Kontrolle,2025-06-27,EK
NA,6795583205543812,1,Kontrolle,2025-06-27,EK
NA,1166083671330692,1,Kontrolle,2025-06-27,EK
NA,5669683298701188,1,Kontrolle,2025-06-27,EK
NA,5669683298701188,2,BE am,2025-07-14,LK
NA,3417883485015940,1,Kontrolle,2025-06-27,EK
NA,3417883485015940,2,BE am,2025-07-14,LK
NA,7921483112386436,1,Kontrolle,2025-06-27,EK
NA,7921483112386436,2,BE am,2025-07-14,LK
NA,5106733345279876,1,Kontrolle,2025-06-27,EK
NA,5106733345279876,2,BE am,2025-07-15,LK
NA,2854933531594628,1,Kontrolle,2025-07-09,DM
NA,7358533158965124,1,Kontrolle,2025-06-27,EK
NA,7358533158965124,2,BE am,2025-07-18,LK
NA,1729033624752004,1,Kontrolle,2025-06-26,JHU
NA,3980833438437252,1,Kontrolle,2025-06-27,EK
NA,3980833438437252,2,BE am,2025-07-17,LK
NA,8484433065807748,1,Kontrolle,2025-07-07,EK
NA,321658741198724,1,Kontrolle,2025-06-26,JHU
NA,321658741198724,2,BE am,2025-07-18,LK
NA,1447558648041348,1,Kontrolle,2025-07-07,EK
NA,1447558648041348,2,BE am,2025-07-18,LK
NA,5951158275411844,1,Kontrolle,2025-07-07,EK
NA,3699358461726596,1,Kontrolle,2025-07-10,HI
NA,884608694620036,1,Kontrolle,2025-06-26,JHU
NA,884608694620036,2,BE am,2025-06-27,LK
NA,5388208321990532,1,Kontrolle,2025-06-26,JHU
NA,5388208321990532,2,BE am,2025-07-14,LK
NA,2010508601462660,1,Kontrolle,2025-07-07,EK
NA,8765908042518404,1,Kontrolle,2025-06-26,JHU
NA,180921252843396,1,Kontrolle,2025-07-07,EK
NA,180921252843396,2,BE am,2025-07-17,LK
NA,4684520880213892,1,Kontrolle,2025-07-07,EK
NA,4684520880213892,2,BE am,2025-07-17,LK
NA,3558620973371268,1,Kontrolle,2025-07-07,EK
NA,8062220600741764,1,Kontrolle,2025-06-26,JHU
NA,8062220600741764,2,BE am,2025-06-27,LK
NA,743871206264708,1,Kontrolle,2025-06-26,JHU
NA,743871206264708,2,BE am,2025-07-14,LK
NA,5247470833635204,1,Kontrolle,2025-06-26,JHU
NA,5247470833635204,2,BE am,2025-07-14,LK
NA,7499270647320452,1,Kontrolle,2025-06-26,JHU
NA,7499270647320452,2,BE am,2025-06-27,LK
NA,1869771113107332,2,BE am,2025-06-23,LK
NA,8625170554163076,1,Kontrolle,2025-06-26,JHU
NA,8625170554163076,2,BE am,2025-07-18,LK
NA,462396229554052,1,Kontrolle,2025-06-26,JHU
NA,4965995856924548,1,Kontrolle,2025-07-07,EK
NA,4965995856924548,2,BE am,2025-07-17,LK
NA,2714196043239300,1,Kontrolle,2025-06-25,JHU
NA,7217795670609796,1,Kontrolle,2025-07-10,HI
NA,1025346182975364,1,Kontrolle,2025-07-07,EK
NA,1025346182975364,2,BE am,2025-07-14,LK
NA,5528945810345860,1,Kontrolle,2025-07-07,EK
NA,5528945810345860,2,BE am,2025-07-14,LK
NA,6654845717188484,1,Kontrolle,2025-07-07,EK
NA,110552508665732,1,Kontrolle,2025-07-07,EK
NA,110552508665732,2,BE am,2025-07-18,LK
NA,4614152136036228,1,Kontrolle,2025-06-26,JHU
NA,6865951949721476,1,Kontrolle,2025-07-07,EK
NA,6865951949721476,2,BE am,2025-07-17,LK
NA,1236452415508356,1,Kontrolle,2025-07-07,EK
NA,5740052042878852,1,Kontrolle,2025-07-10,HI
NA,2925302275772292,1,Kontrolle,2025-07-10,DM
NA,4051202182614916,1,Kontrolle,2025-06-26,JHU
NA,4051202182614916,2,BE am,2025-06-27,LK
NA,8554801809985412,1,Kontrolle,2025-06-26,JHU
NA,392027485376388,1,Kontrolle,2025-07-09,DM
NA,4895627112746884,1,Kontrolle,2025-07-09,DM
NA,7147426926432132,1,Kontrolle,2025-06-26,JHU
NA,3769727205904260,1,Kontrolle,2025-07-07,EK
NA,8273326833274756,1,Kontrolle,2025-07-10,DM
NA,2080877345640324,1,Kontrolle,2025-06-26,JHU
NA,2080877345640324,2,BE am,2025-06-27,LK
NA,6584476973010820,1,Kontrolle,2025-06-26,JHU
NA,6584476973010820,2,BE am,2025-07-14,LK
NA,4332677159325572,1,Kontrolle,2025-06-26,JHU
NA,4332677159325572,2,BE am,2025-07-14,LK
NA,4754889624391556,1,Kontrolle,2025-07-07,EK
NA,1377189903863684,1,Kontrolle,2025-07-07,EK
NA,1377189903863684,2,BE am,2025-07-18,LK
NA,5880789531234180,1,Kontrolle,2025-06-26,JHU
NA,8132589344919428,1,Kontrolle,2025-07-07,EK
NA,8132589344919428,2,BE am,2025-07-17,LK
NA,814239950442372,1,Kontrolle,2025-07-07,EK
NA,5317839577812868,1,Kontrolle,2025-06-26,JHU
NA,8695539298340740,1,Kontrolle,2025-06-26,JHU
NA,8695539298340740,2,BE am,2025-06-27,LK
NA,532764973731716,1,Kontrolle,2025-06-26,JHU
NA,532764973731716,2,BE am,2025-07-14,LK
NA,7288164414787460,1,Kontrolle,2025-07-09,DM
NA,1658664880574340,1,Kontrolle,2025-06-26,JHU
NA,8414064321630084,1,Kontrolle,2025-06-26,JHU
NA,8414064321630084,2,BE am,2025-07-18,LK
NA,1095714927153028,1,Kontrolle,2025-06-26,JHU
NA,5599314554523524,1,Kontrolle,2025-07-07,EK
NA,5599314554523524,2,BE am,2025-07-17,LK
NA,3347514740838276,1,Kontrolle,2025-07-07,EK
NA,7851114368208772,1,Kontrolle,2025-06-26,JHU
NA,8977014275051396,1,Kontrolle,2025-07-07,EK
NA,8977014275051396,2,BE am,2025-07-18,LK
NA,22591578443652,1,Kontrolle,2025-06-26,JHU
NA,4526191205814148,1,Kontrolle,2025-06-26,JHU
NA,4526191205814148,2,BE am,2025-06-27,LK
NA,2274391392128900,1,Kontrolle,2025-06-26,JHU
NA,2274391392128900,2,BE am,2025-07-14,LK
NA,5652091112656772,1,Kontrolle,2025-07-07,EK
NA,5652091112656772,2,BE am,2025-07-14,LK
NA,3400291298971524,1,Kontrolle,2025-06-26,JHU
NA,7903890926342020,1,Kontrolle,2025-06-26,JHU
NA,7903890926342020,2,BE am,2025-06-27,LK
NA,5089141159235460,1,Kontrolle,2025-06-26,JHU
NA,7340940972920708,1,Kontrolle,2025-07-07,EK
NA,7340940972920708,2,BE am,2025-07-17,LK
NA,1711441438707588,1,Kontrolle,2025-07-07,EK
NA,6215041066078084,1,Kontrolle,2025-06-26,JHU
NA,4807666182524804,1,Kontrolle,2025-07-07,EK
NA,4807666182524804,2,BE am,2025-07-17,LK
NA,2555866368839556,1,Kontrolle,2025-07-07,EK
NA,1429966461996932,1,Kontrolle,2025-06-26,JHU
NA,1429966461996932,2,BE am,2025-07-14,LK
NA,5933566089367428,1,Kontrolle,2025-06-26,JHU
NA,5933566089367428,2,BE am,2025-07-14,LK
NA,867016508575620,1,Kontrolle,2025-06-26,JHU
NA,5370616135946116,1,Kontrolle,2025-06-26,JHU
NA,5370616135946116,2,BE am,2025-06-27,LK
NA,3118816322260868,1,Kontrolle,2025-07-09,DM
NA,7622415949631364,1,Kontrolle,2025-06-26,JHU
NA,7622415949631364,2,BE am,2025-07-18,LK
NA,1992916415418244,1,Kontrolle,2025-06-26,JHU
NA,6496516042788740,1,Kontrolle,2025-07-07,EK
NA,6496516042788740,2,BE am,2025-07-17,LK
NA,4244716229103492,1,Kontrolle,2025-07-07,EK
NA,8748315856473988,1,Kontrolle,2025-06-26,JHU
NA,5792828601012100,1,Kontrolle,2025-06-26,JHU
