Produktgruppe,RowID,Phase,Datumsfeld,Datum,Mitarbeiter
NA,8691141251829636,1,Kontrolle,2025-09-02,SM
NA,528366927220612,1,Kontrolle,2025-09-04,DM
NA,5031966554591108,2,BE am,2025-08-18,LK
NA,5031966554591108,3,K am,2025-08-26,SM
NA,2780166740905860,2,BE am,2025-08-18,LK
NA,2780166740905860,3,K am,2025-08-26,SM
NA,6157866461433732,1,Kontrolle,2025-09-04,DM
NA,8409666275118980,3,K am,2025-08-27,LK
NA,1091316880641924,1,Kontrolle,2025-08-27,LK
NA,5594916508012420,1,Kontrolle,2025-09-10,HI
NA,3343116694327172,1,Kontrolle,2025-09-04,DM
NA,7846716321697668,1,Kontrolle,2025-09-04,DM
NA,7846716321697668,2,BE am,2025-09-05,LK
NA,4469016601169796,2,BE am,2025-08-18,LK
NA,4469016601169796,3,K am,2025-08-26,SM
NA,8972616228540292,2,BE am,2025-08-21,EK
NA,18193531932548,1,Kontrolle,2025-09-04,DM
NA,4521793159303044,3,K am,2025-08-21,SM
NA,1144093438775172,1,Kontrolle,2025-09-01,SM
NA,1144093438775172,2,BE am,2025-09-09,LK
NA,581143485353860,1,Kontrolle,2025-09-04,DM
NA,2832943299039108,3,K am,2025-08-27,LK
NA,1707043392196484,1,Kontrolle,2025-09-04,DM
NA,1707043392196484,2,BE am,2025-09-04,LK
NA,7055067949698948,1,Kontrolle,2025-09-04,DM
NA,1425568415485828,1,Kontrolle,2025-09-01,SM
NA,1425568415485828,2,BE am,2025-09-08,SM
NA,8180967856541572,1,Kontrolle,2025-09-02,SM
NA,862618462064516,1,Kontrolle,2025-08-27,LK
NA,5366218089435012,1,Kontrolle,2025-09-04,DM
NA,5366218089435012,2,BE am,2025-09-10,LK
NA,1988518368907140,1,Kontrolle,2025-09-04,DM
NA,1988518368907140,2,BE am,2025-09-05,LK
NA,6492117996277636,1,Kontrolle,2025-09-10,HI
NA,4240318182592388,1,Kontrolle,2025-09-04,DM
NA,4240318182592388,2,BE am,2025-09-04,LK
NA,8743917809962884,1,Kontrolle,2025-09-04,DM
NA,8743917809962884,2,BE am,2025-09-05,LK
NA,6914330461343620,3,K am,2025-08-21,SM
NA,1284830927130500,1,Kontrolle,2025-09-01,SM
NA,1284830927130500,2,BE am,2025-09-09,LK
NA,5788430554500996,3,K am,2025-08-27,LK
NA,3536630740815748,1,Kontrolle,2025-09-02,SM
NA,8040230368186244,1,Kontrolle,2025-09-04,DM
NA,721880973709188,2,BE am,2025-08-18,LK
NA,721880973709188,3,K am,2025-08-27,LK
NA,5225480601079684,1,Kontrolle,2025-08-27,SM
NA,2973680787394436,1,Kontrolle,2025-09-04,DM
NA,2973680787394436,2,BE am,2025-09-10,LK
NA,7477280414764932,2,BE am,2025-08-20,SM
NA,7477280414764932,3,K am,2025-08-27,LK
NA,1847780880551812,2,BE am,2025-08-18,LK
NA,1847780880551812,3,K am,2025-08-27,LK
NA,6351380507922308,1,Kontrolle,2025-09-10,HI
NA,6351380507922308,2,BE am,2025-09-10,LK
NA,4099580694237060,2,BE am,2025-08-21,EK
NA,4099580694237060,3,K am,2025-08-27,LK
NA,8603180321607556,1,Kontrolle,2025-09-10,HI
NA,440405996998532,2,BE am,2025-08-19,LK
NA,4944005624369028,3,K am,2025-08-27,LK
NA,3818105717526404,3,K am,2025-08-21,SM
NA,8321705344896900,1,Kontrolle,2025-09-01,SM
NA,5506955577790340,1,Kontrolle,2025-09-02,SM
NA,3255155764105092,1,Kontrolle,2025-09-04,DM
NA,7758755391475588,1,Kontrolle,2025-09-01,SM
NA,7758755391475588,2,BE am,2025-09-09,LK
NA,2129255857262468,1,Kontrolle,2025-09-09,SM
NA,6632855484632964,1,Kontrolle,2025-09-04,DM
NA,6632855484632964,2,BE am,2025-09-05,LK
NA,8884655298318212,3,K am,2025-08-27,LK
NA,88562276110212,1,Kontrolle,2025-09-04,DM
NA,88562276110212,2,BE am,2025-09-05,LK
NA,4592161903480708,1,Kontrolle,2025-08-27,LK
NA,2340362089795460,1,Kontrolle,2025-09-04,DM
NA,2340362089795460,2,BE am,2025-09-05,LK
NA,6843961717165956,1,Kontrolle,2025-09-04,DM
NA,6843961717165956,2,BE am,2025-09-04,LK
NA,3466261996638084,1,Kontrolle,2025-09-04,DM
NA,3466261996638084,2,BE am,2025-09-05,LK
NA,7969861624008580,1,Kontrolle,2025-09-01,SM
NA,7969861624008580,2,BE am,2025-09-08,SM
NA,5155111856902020,1,Kontrolle,2025-09-01,SM
NA,2903312043216772,1,Kontrolle,2025-09-02,SM
NA,7406911670587268,1,Kontrolle,2025-09-04,DM
NA,6281011763744644,1,Kontrolle,2025-09-04,DM
NA,4029211950059396,1,Kontrolle,2025-09-04,DM
NA,4029211950059396,2,BE am,2025-09-05,LK
NA,8532811577429892,1,Kontrolle,2025-09-04,DM
NA,8532811577429892,2,BE am,2025-09-05,LK
NA,8532811577429892,3,K am,2025-09-08,LK
NA,370037252820868,1,Kontrolle,2025-09-04,DM
NA,370037252820868,2,BE am,2025-09-05,LK
NA,370037252820868,3,K am,2025-09-08,LK
NA,2621837066506116,1,Kontrolle,2025-08-27,LK
NA,7125436693876612,1,Kontrolle,2025-09-04,DM
NA,7125436693876612,2,BE am,2025-09-05,LK
NA,1495937159663492,1,Kontrolle,2025-09-04,DM
NA,5999536787033988,1,Kontrolle,2025-09-04,DM
NA,5999536787033988,2,BE am,2025-09-05,LK
NA,932987206242180,1,Kontrolle,2025-09-01,SM
NA,932987206242180,2,BE am,2025-09-11,SM
NA,5436586833612676,1,Kontrolle,2025-09-04,DM
NA,7688386647297924,1,Kontrolle,2025-09-04,DM
NA,2058887113084804,1,Kontrolle,2025-09-08,LK
NA,6562486740455300,2,BE am,2025-08-21,EK
NA,8814286554140548,1,Kontrolle,2025-09-01,SM
NA,8814286554140548,2,BE am,2025-09-09,LK
NA,229299764465540,1,Kontrolle,2025-09-02,SM
NA,4732899391836036,2,BE am,2025-08-18,LK
NA,4732899391836036,3,K am,2025-08-26,SM
NA,6984699205521284,2,BE am,2025-08-20,SM
NA,3606999484993412,2,BE am,2025-08-19,LK
NA,8110599112363908,1,Kontrolle,2025-09-04,DM
NA,8110599112363908,2,BE am,2025-09-05,LK
NA,3044049531572100,3,K am,2025-08-21,SM
NA,7547649158942596,2,BE am,2025-08-19,SM
NA,7547649158942596,3,K am,2025-08-26,SM
NA,6421749252099972,2,BE am,2025-08-25,SM
NA,8673549065785220,2,BE am,2025-08-19,SM
NA,8673549065785220,3,K am,2025-08-26,SM
NA,5014374368546692,2,BE am,2025-08-20,SM
NA,2762574554861444,2,BE am,2025-08-20,SM
NA,1636674648018820,1,Kontrolle,2025-08-21,SM
NA,6140274275389316,3,K am,2025-08-26,SM
NA,3888474461704068,2,BE am,2025-08-19,SM
NA,1073724694597508,2,BE am,2025-09-05,LK
NA,5577324321968004,2,BE am,2025-09-04,LK
NA,2199624601440132,1,Kontrolle,2025-09-01,SM
NA,6703224228810628,3,K am,2025-08-21,SM
NA,4451424415125380,1,Kontrolle,2025-09-01,SM
NA,53377904021380,1,Kontrolle,2025-09-05,DM
NA,4556977531391876,2,BE am,2025-09-11,SM
NA,6808777345077124,1,Kontrolle,2025-09-05,DM
NA,6808777345077124,2,BE am,2025-09-05,LK
NA,1179277810864004,1,Kontrolle,2025-09-05,DM
NA,1179277810864004,2,BE am,2025-09-05,LK
NA,5682877438234500,2,BE am,2025-08-20,SM
NA,7934677251919748,1,Kontrolle,2025-09-05,DM
NA,7934677251919748,2,BE am,2025-09-05,LK
NA,616327857442692,2,BE am,2025-08-25,SM
NA,5119927484813188,1,Kontrolle,2025-09-05,DM
NA,5964352414945156,2,BE am,2025-09-04,LK
NA,897802834153348,3,K am,2025-09-08,LK
NA,194115392376708,1,Kontrolle,2025-09-01,SM
NA,2445915206061956,1,Kontrolle,2025-09-10,HI
NA,6949514833432452,3,K am,2025-08-27,LK
NA,5823614926589828,1,Kontrolle,2025-09-10,HI
NA,8075414740275076,1,Kontrolle,2025-09-01,SM
NA,8075414740275076,2,BE am,2025-09-09,LK
NA,757065345798020,1,Kontrolle,2025-09-05,DM
NA,5260664973168516,3,K am,2025-08-27,LK
NA,6386564880011140,2,BE am,2025-09-05,LK
NA,4134765066325892,2,BE am,2025-08-20,SM
NA,4134765066325892,3,K am,2025-09-08,LK
NA,8638364693696388,1,Kontrolle,2025-09-05,DM
NA,1601490275929988,1,Kontrolle,2025-09-05,DM
NA,6105089903300484,1,Kontrolle,2025-09-10,HI
NA,3853290089615236,1,Kontrolle,2025-09-01,SM
NA,3853290089615236,2,BE am,2025-09-08,SM
NA,8356889716985732,1,Kontrolle,2025-09-05,DM
NA,8356889716985732,2,BE am,2025-09-05,LK
NA,1038540322508676,2,BE am,2025-08-20,SM
NA,1038540322508676,3,K am,2025-09-08,LK
NA,5542139949879172,2,BE am,2025-08-18,LK
NA,5542139949879172,3,K am,2025-08-27,LK
NA,2164440229351300,1,Kontrolle,2025-09-10,HI
NA,6668039856721796,2,BE am,2025-08-18,LK
NA,6668039856721796,3,K am,2025-08-26,SM
NA,4416240043036548,2,BE am,2025-08-18,LK
NA,4416240043036548,3,K am,2025-08-26,SM
NA,8919839670407044,1,Kontrolle,2025-09-09,SM
NA,8919839670407044,2,BE am,2025-09-10,LK
NA,123746648199044,1,Kontrolle,2025-09-10,HI
NA,4627346275569540,1,Kontrolle,2025-09-10,HI
NA,1249646555041668,3,K am,2025-08-26,SM
NA,5753246182412164,2,BE am,2025-08-18,LK
NA,5753246182412164,3,K am,2025-08-21,SM
NA,3501446368726916,1,Kontrolle,2025-09-05,DM
NA,686696601620356,2,BE am,2025-08-25,SM
NA,5190296228990852,1,Kontrolle,2025-09-10,HI
NA,2938496415305604,3,K am,2025-08-27,LK
NA,7442096042676100,1,Kontrolle,2025-09-09,SM
NA,1812596508462980,1,Kontrolle,2025-09-10,HI
NA,1812596508462980,2,BE am,2025-09-10,LK
NA,4064396322148228,1,Kontrolle,2025-09-10,HI
NA,8567995949518724,1,Kontrolle,2025-09-05,DM
NA,405221624909700,3,K am,2025-08-21,SM
NA,7160621065965444,2,BE am,2025-08-18,LK
NA,7160621065965444,3,K am,2025-08-26,SM
NA,3782921345437572,2,BE am,2025-08-18,LK
NA,3782921345437572,3,K am,2025-08-21,SM
NA,8286520972808068,2,BE am,2025-08-18,LK
NA,8286520972808068,3,K am,2025-08-26,SM
NA,5471771205701508,2,BE am,2025-08-25,SM
NA,7723571019386756,1,Kontrolle,2025-09-10,HI
NA,7723571019386756,2,BE am,2025-09-10,LK
NA,6597671112544132,1,Kontrolle,2025-09-10,HI
NA,4345871298858884,1,Kontrolle,2025-09-05,DM
NA,8849470926229380,1,Kontrolle,2025-09-01,SM
NA,8849470926229380,2,BE am,2025-09-08,SM
NA,264484136554372,1,Kontrolle,2025-09-01,SM
NA,4768083763924868,1,Kontrolle,2025-09-05,DM
NA,5893983670767492,2,BE am,2025-08-25,SM
NA,827434089975684,1,Kontrolle,2025-09-02,SM
NA,5331033717346180,1,Kontrolle,2025-09-10,HI
NA,3079233903660932,2,BE am,2025-08-18,HI
NA,3079233903660932,3,K am,2025-08-18,HI
NA,3079233903660932,4,C am,2025-08-18,HI
NA,7582833531031428,3,K am,2025-08-27,LK
NA,1953333996818308,1,Kontrolle,2025-09-05,DM
NA,6456933624188804,1,Kontrolle,2025-09-10,HI
NA,6456933624188804,2,BE am,2025-09-10,LK
NA,4205133810503556,1,Kontrolle,2025-09-10,HI
NA,545959113265028,3,K am,2025-08-21,SM
NA,2797758926950276,2,BE am,2025-08-18,LK
NA,7301358554320772,2,BE am,2025-08-18,LK
NA,7301358554320772,3,K am,2025-08-26,SM
NA,1671859020107652,3,K am,2025-08-26,SM
NA,6175458647478148,2,BE am,2025-08-19,SM
NA,3923658833792900,2,BE am,2025-08-20,SM
NA,3923658833792900,3,K am,2025-09-08,LK
NA,3360708880371588,2,BE am,2025-08-18,LK
NA,3360708880371588,3,K am,2025-08-26,SM
NA,7864308507742084,2,BE am,2025-08-18,LK
NA,7864308507742084,3,K am,2025-08-26,SM
NA,2234808973528964,2,BE am,2025-08-19,LK
NA,2234808973528964,3,K am,2025-08-27,LK
NA,9397438910340,2,BE am,2025-08-18,HI
NA,9397438910340,3,K am,2025-08-18,HI
NA,9397438910340,4,C am,2025-08-18,HI
NA,1698247299174276,3,K am,2025-08-21,SM
NA,3950047112859524,1,Kontrolle,2025-09-05,DM
NA,4794472042991492,2,BE am,2025-08-18,LK
NA,4794472042991492,3,K am,2025-08-26,SM
NA,7046271856676740,3,K am,2025-08-26,SM
NA,1416772322463620,2,BE am,2025-08-18,LK
NA,1416772322463620,3,K am,2025-08-27,LK
NA,5920371949834116,1,Kontrolle,2025-08-28,LK
NA,5920371949834116,2,BE am,2025-09-05,LK
NA,853822369042308,1,Kontrolle,2025-08-28,LK
NA,853822369042308,2,BE am,2025-09-05,LK
NA,4231522089570180,2,BE am,2025-09-04,LK
NA,2401934740950916,2,BE am,2025-08-18,LK
NA,2401934740950916,3,K am,2025-08-26,SM
NA,6905534368321412,1,Kontrolle,2025-09-10,HI
NA,5779634461478788,2,BE am,2025-08-18,LK
NA,5779634461478788,3,K am,2025-08-27,SM
NA,3527834647793540,1,Kontrolle,2025-08-28,LK
NA,3527834647793540,2,BE am,2025-09-05,LK
NA,1838984787529604,2,BE am,2025-08-19,LK
NA,431609903976324,2,BE am,2025-08-19,LK
NA,4935209531346820,3,K am,2025-09-08,LK
NA,2683409717661572,3,K am,2025-08-21,SM
NA,1557509810818948,2,BE am,2025-08-18,LK
NA,1557509810818948,3,K am,2025-08-21,SM
NA,6061109438189444,2,BE am,2025-08-18,LK
NA,6061109438189444,3,K am,2025-08-26,SM
NA,3809309624504196,2,BE am,2025-08-18,LK
NA,8312909251874692,2,BE am,2025-08-18,LK
NA,8312909251874692,3,K am,2025-08-26,SM
NA,994559857397636,2,BE am,2025-08-18,LK
NA,994559857397636,3,K am,2025-08-27,SM
NA,5498159484768132,2,BE am,2025-08-20,SM
NA,6624059391610756,2,BE am,2025-08-21,EK
NA,6624059391610756,3,K am,2025-09-08,LK
NA,4372259577925508,2,BE am,2025-08-19,LK
NA,6835165624143748,1,Kontrolle,2025-08-21,SM
NA,642716136509316,2,BE am,2025-08-18,LK
NA,642716136509316,3,K am,2025-08-27,SM
NA,2894515950194564,1,Kontrolle,2025-09-09,SM
NA,4020415857037188,2,BE am,2025-08-21,EK
NA,924191113219972,2,BE am,2025-08-18,LK
NA,3175990926905220,2,BE am,2025-08-18,LK
NA,3175990926905220,3,K am,2025-08-27,SM
NA,2050091020062596,1,Kontrolle,2025-09-05,DM
NA,220503671443332,2,BE am,2025-08-21,EK
NA,220503671443332,3,K am,2025-09-08,LK
NA,4724103298813828,2,BE am,2025-08-19,LK
NA,5287053252235140,2,BE am,2025-08-18,LK
NA,5287053252235140,3,K am,2025-08-26,SM
NA,3035253438549892,2,BE am,2025-08-18,LK
NA,1909353531707268,2,BE am,2025-08-18,LK
NA,1909353531707268,3,K am,2025-08-27,SM
NA,6412953159077764,2,BE am,2025-08-20,SM
NA,4161153345392516,3,K am,2025-09-08,LK
NA,5005578275524484,2,BE am,2025-08-21,EK
NA,5005578275524484,3,K am,2025-09-08,LK
NA,1627878554996612,2,BE am,2025-08-19,LK
NA,6131478182367108,2,BE am,2025-08-21,EK
NA,6131478182367108,3,K am,2025-09-08,LK
NA,8383277996052356,3,K am,2025-09-08,LK
NA,4442628322103172,3,K am,2025-08-26,SM
NA,8946227949473668,2,BE am,2025-08-18,LK
NA,44581810999172,3,K am,2025-08-26,SM
NA,4548181438369668,3,K am,2025-08-27,SM
NA,6799981252054916,3,K am,2025-09-08,LK
NA,1170481717841796,3,K am,2025-09-08,LK
NA,7925881158897540,2,BE am,2025-08-21,EK
NA,7925881158897540,3,K am,2025-09-08,LK
NA,607531764420484,2,BE am,2025-09-05,LK
NA,5111131391790980,2,BE am,2025-08-19,LK
NA,8488831112318852,3,K am,2025-08-21,SM
NA,326056787709828,3,K am,2025-08-26,SM
NA,4829656415080324,2,BE am,2025-08-18,LK
NA,4829656415080324,3,K am,2025-08-26,SM
NA,2577856601395076,2,BE am,2025-08-18,LK
NA,7081456228765572,2,BE am,2025-08-18,LK
NA,7081456228765572,3,K am,2025-08-27,SM
NA,1451956694552452,2,BE am,2025-08-20,SM
NA,5392606368501636,2,BE am,2025-08-25,SM
NA,3140806554816388,2,BE am,2025-08-19,LK
NA,8770306089029508,3,K am,2025-08-21,SM
NA,6940718740410244,2,BE am,2025-08-18,LK
NA,3000069066461060,2,BE am,2025-08-25,SM
NA,466794276065156,2,BE am,2025-08-19,SM
NA,466794276065156,3,K am,2025-08-21,SM
NA,4970393903435652,1,Kontrolle,2025-09-02,SM
NA,2718594089750404,1,Kontrolle,2025-09-10,HI
NA,7222193717120900,3,K am,2025-08-26,SM
NA,1592694182907780,1,Kontrolle,2025-09-09,SM
NA,3844493996593028,1,Kontrolle,2025-09-09,SM
NA,8348093623963524,1,Kontrolle,2025-09-10,HI
NA,8348093623963524,2,BE am,2025-09-10,LK
NA,5533343856856964,1,Kontrolle,2025-09-10,HI
NA,2155644136329092,1,Kontrolle,2025-09-10,HI
NA,6659243763699588,1,Kontrolle,2025-09-05,DM
NA,2366750368862084,1,Kontrolle,2025-09-05,DM
NA,2366750368862084,2,BE am,2025-09-05,LK
NA,1240850462019460,2,BE am,2025-08-19,SM
NA,1240850462019460,3,K am,2025-08-26,SM
NA,5744450089389956,1,Kontrolle,2025-09-05,DM
NA,2648225345572740,3,K am,2025-08-21,SM
NA,7151824972943236,3,K am,2025-09-08,LK
NA,6025925066100612,1,Kontrolle,2025-08-21,SM
NA,3774125252415364,3,K am,2025-08-26,SM
NA,8277724879785860,2,BE am,2025-08-18,LK
NA,959375485308804,3,K am,2025-08-26,SM
NA,7714774926364548,3,K am,2025-09-08,LK
NA,6588875019521924,2,BE am,2025-08-25,SM
NA,4337075205836676,2,BE am,2025-08-25,SM
NA,4337075205836676,3,K am,2025-09-08,LK
NA,8840674833207172,2,BE am,2025-09-05,LK
NA,255688043532164,2,BE am,2025-08-19,LK
NA,4759287670902660,2,BE am,2025-08-25,SM
NA,5885187577745284,1,Kontrolle,2025-09-01,SM
NA,818637996953476,1,Kontrolle,2025-08-27,LK
NA,6448137531166596,2,BE am,2025-08-18,LK
NA,6448137531166596,3,K am,2025-09-08,LK
NA,537163020242820,1,Kontrolle,2025-08-27,LK
NA,2788962833928068,2,BE am,2025-08-19,LK
NA,3914862740770692,3,K am,2025-08-21,SM
NA,1100112973664132,1,Kontrolle,2025-09-05,DM
NA,5603712601034628,1,Kontrolle,2025-09-05,DM
NA,5603712601034628,2,BE am,2025-09-09,LK
NA,3351912787349380,1,Kontrolle,2025-09-05,DM
NA,3351912787349380,2,BE am,2025-09-05,LK
NA,2226012880506756,3,K am,2025-08-21,SM
NA,6729612507877252,1,Kontrolle,2025-09-02,SM
NA,4477812694192004,3,K am,2025-08-26,SM
NA,8981412321562500,1,Kontrolle,2025-09-05,DM
NA,8981412321562500,2,BE am,2025-09-05,LK
NA,8981412321562500,3,K am,2025-09-08,LK
NA,4530589252325252,1,Kontrolle,2025-09-05,DM
NA,4530589252325252,2,BE am,2025-09-10,LK
NA,1152889531797380,2,BE am,2025-08-19,LK
NA,5656489159167876,1,Kontrolle,2025-09-05,DM
NA,5093539205746564,1,Kontrolle,2025-09-05,DM
NA,5093539205746564,2,BE am,2025-09-09,LK
NA,7345339019431812,2,BE am,2025-08-19,SM
NA,1715839485218692,3,K am,2025-08-21,SM
NA,6219439112589188,1,Kontrolle,2025-09-02,SM
NA,3967639298903940,1,Kontrolle,2025-09-05,DM
NA,8471238926274436,1,Kontrolle,2025-09-01,SM
NA,8471238926274436,2,BE am,2025-09-09,LK
NA,7063864042721156,1,Kontrolle,2025-09-05,DM
NA,3686164322193284,2,BE am,2025-09-04,LK
NA,8189763949563780,1,Kontrolle,2025-09-05,DM
NA,3123214368771972,3,K am,2025-08-21,SM
